Gender,State,Sector,CreditID,CusID,FullNames,CompanyName,BirthDate,Address,TelNo,EmailAddr,AmountGranted,EffectiveDate,Tenor,TenorType,Rate,ScheduleType,InterestRepayFreq,PrincipalRepayFreq,NatureOfBusiness,FirstTimeAccessToCredit,StartUp,MSMEAnnualTurnover,NumberOfEmployees,Age,age_group_id,ES_Rating,green_energy/energy_efficiency,TenorInDays,MaturityDate,InterestRepayStartDate,PrincipalRepayStartDate,DateAdded
Male,Oyo,Manufacturing,CAM-100413,CUS-1413,Eric Rivers,Thomas Inc,1984-06-16,"8454 Jennings Port
Taylorville, CT 11049",659.109.4971x219,lewisjulie@salinas.com,8784960,2023-08-19,53,Monthly,9.61,Reducing Balance,Quarterly,Quarterly,Wholesale,False,True,15655842,89,27,Youth,B,False,1590,2027-12-26,2023-09-18,2023-10-18,2024-01-01
Male,Oyo,Manufacturing,CAM-100414,CUS-1414,Guy Peterson,Benjamin-Collier,1993-03-15,"423 Chelsea Ville
Lake Julie, MI 98492",8431841491,phillipsangela@yahoo.com,2549949,2023-10-15,52,Quarterly,5.89,Reducing Balance,Quarterly,Quarterly,Wholesale,True,True,48754929,68,9,Adult,C,False,1560,2028-01-22,2023-11-14,2023-12-14,2024-01-01
Male,Kano,Agriculture,CAM-100415,CUS-1415,Alex Ortega,Aguilar-Fernandez,2004-10-12,"7951 Cynthia Island
Amberside, IL 09386",674-516-5405x2906,dana59@yahoo.com,8888512,2023-06-10,32,Monthly,13.31,Reducing Balance,Monthly,Quarterly,Production,False,True,13290492,42,14,Adult,A,False,960,2026-01-25,2023-07-10,2023-08-09,2024-01-01
Male,Enugu,Manufacturing,CAM-100416,CUS-1416,Dennis Mercado,Crawford Inc,1988-05-31,"USNS Johnson
FPO AE 53565",333-224-1301x340,slittle@hotmail.com,1768300,2023-09-29,20,Quarterly,11.04,Reducing Balance,Monthly,Monthly,Production,True,False,51347456,19,8,Adult,A,False,600,2025-05-21,2023-10-29,2023-11-28,2024-01-01
Female,Lagos,ICT,CAM-100417,CUS-1417,Scott Maldonado,Williams-Williams,1974-06-17,"1788 Joshua Crest
Alexanderland, WI 23275",+1-290-897-7381x83869,zbennett@yahoo.com,2447763,2023-02-07,11,Yearly,20.22,Reducing Balance,Quarterly,Monthly,Production,True,False,39581619,82,19,Youth,C,True,330,2024-01-03,2023-03-09,2023-04-08,2024-01-01
Female,Kano,Trade and Commerce,CAM-100418,CUS-1418,Lisa Mendoza,Scott PLC,1970-05-05,"459 Diana Cove
New Ethanland, DC 45074",411.496.0606x261,nortonshannon@burke.org,8154502,2023-08-14,52,Monthly,12.09,Reducing Balance,Quarterly,Monthly,Consulting,True,True,91774932,94,3,Youth,C,True,1560,2027-11-21,2023-09-13,2023-10-13,2024-01-01
Female,Kaduna,ICT,CAM-100419,CUS-1419,Harold Allen,Harris Group,1970-07-28,"482 Stephanie Garden Suite 004
East Julia, MO 25715",(369)901-5404,kim54@yahoo.com,4382149,2023-05-22,19,Quarterly,23.98,Flat Rate,Monthly,Monthly,Consulting,True,True,59470428,19,18,Youth,B,False,570,2024-12-12,2023-06-21,2023-07-21,2024-01-01
Female,Abuja,Manufacturing,CAM-100420,CUS-1420,Peter Jackson,Cannon-Lee,1976-08-13,"4737 Benjamin Corner Suite 955
Bellport, GA 38540",(967)392-6918x69835,michaelsmith@gmail.com,5373062,2023-10-19,16,Yearly,24.25,Flat Rate,Quarterly,Monthly,Consulting,False,False,67955748,58,5,Youth,C,False,480,2025-02-10,2023-11-18,2023-12-18,2024-01-01
Female,Oyo,Health,CAM-100421,CUS-1421,Brian Conrad MD,Lara-Krueger,1987-03-06,"12581 Rivera Villages
South Matthewtown, WA 52966",1705695498,pamela86@flores.biz,7545209,2023-05-31,44,Monthly,17.42,Reducing Balance,Quarterly,Monthly,Retail,True,True,69115328,23,14,Youth,C,True,1320,2027-01-10,2023-06-30,2023-07-30,2024-01-01
Female,Kaduna,Trade and Commerce,CAM-100422,CUS-1422,Seth Miller,"Reid, Ruiz and Smith",1987-11-25,"Unit 8551 Box 0009
DPO AA 30426",157.899.2011,yvette08@kennedy-valentine.com,8939469,2023-04-24,14,Monthly,23.57,Reducing Balance,Monthly,Quarterly,Wholesale,False,True,79086898,54,28,Youth,B,True,420,2024-06-17,2023-05-24,2023-06-23,2024-01-01
Male,Kaduna,Trade and Commerce,CAM-100423,CUS-1423,Jennifer Jarvis MD,"Williams, Malone and Bennett",1990-07-02,"605 Marks Plain
North Jamesport, NH 62395",021-868-2458x070,anthony20@jones-collins.info,8178073,2023-08-25,31,Monthly,20.22,Flat Rate,Quarterly,Monthly,Services,False,True,35399680,80,4,Adult,B,False,930,2026-03-12,2023-09-24,2023-10-24,2024-01-01
Female,Rivers,Agriculture,CAM-100424,CUS-1424,Rachel Wolfe,Compton-Willis,1972-02-14,"727 Hahn Lock Suite 644
Port Kyle, IL 99422",+1-410-604-8705x010,jamesevans@rodriguez.com,5345710,2023-03-07,21,Quarterly,15.94,Flat Rate,Monthly,Monthly,Retail,False,True,84164500,65,7,Adult,B,True,630,2024-11-26,2023-04-06,2023-05-06,2024-01-01
Male,Abuja,Agriculture,CAM-100425,CUS-1425,Andrea Woods,Reid PLC,2003-03-12,"322 Harvey Bypass Apt. 511
Elizabethchester, TN 21861",8612509830,thomasjones@hotmail.com,4500737,2023-12-27,10,Quarterly,8.61,Flat Rate,Monthly,Quarterly,Wholesale,False,True,70270004,12,20,Adult,C,True,300,2024-10-22,2024-01-26,2024-02-25,2024-01-01
Male,Kaduna,Health,CAM-100426,CUS-1426,Desiree Powers,"Clayton, Wilson and Howard",1980-12-03,"21526 Katherine Fall
Port Jasonhaven, AK 30767",6428330395,james50@clark-jones.com,9609609,2023-12-07,57,Yearly,14.17,Reducing Balance,Quarterly,Monthly,Wholesale,False,True,62139023,24,25,Youth,B,False,1710,2028-08-12,2024-01-06,2024-02-05,2024-01-01
Female,Kaduna,Trade and Commerce,CAM-100427,CUS-1427,Marcus Nolan,Wilson Group,2000-04-22,"85848 Caroline Inlet
Webermouth, LA 85160",316-287-5827x49902,amypadilla@hotmail.com,7758746,2023-09-15,15,Quarterly,16.22,Flat Rate,Monthly,Quarterly,Production,True,True,55944811,34,28,Adult,A,False,450,2024-12-08,2023-10-15,2023-11-14,2024-01-01
Male,Abuja,Health,CAM-100428,CUS-1428,Carl Rodriguez,Brown Inc,1993-04-24,"265 Patrick Estates
Greenville, IN 99798",061-971-8546x3693,timothy96@hotmail.com,1943717,2023-09-06,55,Quarterly,22.28,Reducing Balance,Quarterly,Quarterly,Production,True,True,13042682,53,12,Youth,A,False,1650,2028-03-13,2023-10-06,2023-11-05,2024-01-01
Female,Abuja,Agriculture,CAM-100429,CUS-1429,Michelle Hardin,Williams Ltd,2005-03-18,"5808 Pamela Fort Suite 064
West Angelaview, AL 20763",517-365-1224x97740,wbaldwin@shaw.org,4909352,2023-11-27,8,Monthly,14.63,Reducing Balance,Monthly,Monthly,Retail,True,True,45778108,8,2,Youth,A,True,240,2024-07-24,2023-12-27,2024-01-26,2024-01-01
Male,Kaduna,Agriculture,CAM-100430,CUS-1430,Ethan Brown,Martinez Group,2004-02-21,"500 Tyler Garden Suite 921
South Monica, MO 57908",001-814-503-1494x802,lori23@king.biz,5611142,2023-11-19,18,Monthly,22.95,Flat Rate,Quarterly,Quarterly,Production,True,False,62564533,18,11,Adult,C,False,540,2025-05-12,2023-12-19,2024-01-18,2024-01-01
Female,Abuja,Trade and Commerce,CAM-100431,CUS-1431,Ricky Castaneda,Wheeler-Dixon,1993-09-01,"7580 Smith Alley
Kimberlyfort, UT 16315",+1-343-949-9679x4142,bethany20@mueller-jacobs.com,8921928,2023-06-29,48,Monthly,18.49,Flat Rate,Quarterly,Monthly,Wholesale,False,False,58817319,57,14,Youth,A,False,1440,2027-06-08,2023-07-29,2023-08-28,2024-01-01
Male,Kaduna,ICT,CAM-100432,CUS-1432,Donna Walter,Turner-Brown,1976-06-01,"USCGC Khan
FPO AE 65480",+1-107-518-4610x75038,salinasjanice@sanchez-johnson.info,9215633,2023-07-09,54,Monthly,7.74,Reducing Balance,Quarterly,Monthly,Production,True,False,52596687,5,22,Adult,C,True,1620,2027-12-15,2023-08-08,2023-09-07,2024-01-01
Female,Kaduna,Manufacturing,CAM-100433,CUS-1433,Patrick Gallagher,Brooks-Ryan,2003-04-29,"PSC 1495, Box 2171
APO AE 69935",956-144-9381x90372,staceyfoley@gmail.com,7406571,2023-06-03,35,Monthly,24.9,Flat Rate,Monthly,Quarterly,Consulting,False,True,95666267,26,23,Adult,C,False,1050,2026-04-18,2023-07-03,2023-08-02,2024-01-01
Female,Rivers,Agriculture,CAM-100434,CUS-1434,Rebecca Nixon,Hart-Hamilton,1978-04-29,"034 Henderson Divide Suite 742
Lake Courtneymouth, AK 33690",001-961-087-3936,pgonzales@morse.com,9252967,2023-07-15,59,Monthly,15.54,Flat Rate,Monthly,Quarterly,Production,False,True,85505216,30,16,Youth,A,True,1770,2028-05-19,2023-08-14,2023-09-13,2024-01-01
Female,Lagos,Agriculture,CAM-100435,CUS-1435,Jennifer Mclaughlin,Stein Inc,1974-11-07,"735 Jasmin Summit
South Jasmineview, MT 17406",+1-088-538-4161x608,burnskimberly@gmail.com,1808507,2023-11-07,50,Monthly,12.84,Reducing Balance,Quarterly,Monthly,Wholesale,True,False,12589887,54,20,Adult,B,True,1500,2027-12-16,2023-12-07,2024-01-06,2024-01-01
Female,Kaduna,ICT,CAM-100436,CUS-1436,Kimberly Smith,Rodriguez-Cox,1975-03-21,"165 Cole Stravenue Apt. 987
Adamfurt, NV 44721",103.823.4261x902,jeffersonrichard@gmail.com,4566621,2023-09-19,11,Yearly,18.18,Flat Rate,Monthly,Quarterly,Retail,True,True,14679338,13,29,Adult,C,True,330,2024-08-14,2023-10-19,2023-11-18,2024-01-01
Female,Kano,ICT,CAM-100437,CUS-1437,Michelle Bryant,Gonzales and Sons,1973-02-25,"PSC 3647, Box 0003
APO AA 69088",(178)588-3081x34490,johnsonrichard@powers-moore.com,9831795,2023-05-23,22,Yearly,7.18,Reducing Balance,Quarterly,Quarterly,Services,True,False,63766928,83,6,Adult,A,True,660,2025-03-13,2023-06-22,2023-07-22,2024-01-01
Male,Oyo,Health,CAM-100438,CUS-1438,Tina Davis,Wu-Moore,1977-10-10,"949 Hall Villages Apt. 114
Lake Daniel, DC 44414",462.317.7588,megan73@gmail.com,600734,2023-12-08,50,Yearly,17.73,Reducing Balance,Quarterly,Monthly,Production,True,True,32601080,29,23,Adult,C,True,1500,2028-01-16,2024-01-07,2024-02-06,2024-01-01
Male,Enugu,Health,CAM-100439,CUS-1439,Vickie Obrien,"Morales, Bowman and Vasquez",1998-03-03,"368 James Stravenue Suite 561
Michellefurt, CA 10639",001-352-368-9143x371,adam53@yahoo.com,9046310,2023-11-12,56,Yearly,14.96,Flat Rate,Monthly,Monthly,Wholesale,False,False,95335226,3,4,Youth,B,True,1680,2028-06-18,2023-12-12,2024-01-11,2024-01-01
Male,Lagos,Manufacturing,CAM-100440,CUS-1440,Michael Brown,Smith-Sullivan,2002-06-12,"9640 Maria Lane
East Allisonhaven, FL 11230",+1-373-034-0048x4068,carriebrown@gmail.com,3351274,2023-04-11,58,Monthly,13.13,Reducing Balance,Quarterly,Quarterly,Services,False,False,58656406,90,15,Adult,B,False,1740,2028-01-15,2023-05-11,2023-06-10,2024-01-01
Female,Lagos,Manufacturing,CAM-100441,CUS-1441,Ian Soto,Barajas LLC,1986-04-04,"02783 Rodriguez Courts
West Jamesstad, MN 43171",001-419-978-1926,thomasstanley@yahoo.com,1725811,2023-09-01,24,Yearly,24.06,Reducing Balance,Monthly,Monthly,Services,True,False,53727750,58,24,Adult,A,False,720,2025-08-21,2023-10-01,2023-10-31,2024-01-01
Male,Lagos,Trade and Commerce,CAM-100442,CUS-1442,Joseph Baxter,Myers-Riggs,1986-11-23,"21974 Stacey Camp
North Danielhaven, OR 60680",001-158-354-2734,joshuapatton@hotmail.com,3581091,2023-01-12,47,Monthly,15.45,Flat Rate,Quarterly,Monthly,Consulting,False,True,52335659,76,25,Adult,C,False,1410,2026-11-22,2023-02-11,2023-03-13,2024-01-01
Female,Rivers,Health,CAM-100443,CUS-1443,Matthew Mosley,Stephens LLC,1981-10-27,"896 Dennis Ramp Suite 140
Paigeview, MT 16833",+1-638-102-6193x4781,petersonangela@richardson-chavez.biz,4329049,2023-08-27,40,Yearly,9.38,Flat Rate,Monthly,Monthly,Services,False,False,54296372,2,1,Youth,C,True,1200,2026-12-09,2023-09-26,2023-10-26,2024-01-01
Female,Kaduna,Agriculture,CAM-100444,CUS-1444,Jason Johnston,Nelson-Tucker,1992-02-27,"80470 Cook Place Suite 952
East Thomas, MI 01039",(451)548-8076x044,caitlynneal@meyer.biz,2368670,2023-02-18,51,Quarterly,14.18,Flat Rate,Quarterly,Monthly,Wholesale,False,True,14602694,75,7,Adult,C,False,1530,2027-04-28,2023-03-20,2023-04-19,2024-01-01
Male,Rivers,Health,CAM-100445,CUS-1445,Caleb Rodgers,Camacho-Dunn,1978-03-27,"USS Carr
FPO AE 05676",001-249-565-2923x1359,currydustin@yahoo.com,7765406,2023-02-11,31,Yearly,23.39,Reducing Balance,Quarterly,Monthly,Wholesale,True,True,17927403,28,25,Youth,C,True,930,2025-08-29,2023-03-13,2023-04-12,2024-01-01
Male,Kaduna,Agriculture,CAM-100446,CUS-1446,Bruce Frederick,"Brown, Freeman and Watts",2000-06-13,"44060 Kelly Club
East Josephstad, WY 98413",001-485-443-0522x6855,chadgoodman@watson.biz,5313673,2023-06-15,56,Yearly,8.52,Reducing Balance,Monthly,Monthly,Production,False,True,35150798,82,12,Adult,A,False,1680,2028-01-20,2023-07-15,2023-08-14,2024-01-01
Female,Rivers,ICT,CAM-100447,CUS-1447,Holly Rodriguez,"Walsh, Norris and Davis",2000-05-22,"872 Samantha Road
West Kathleen, OK 64477",001-230-912-8299x42139,pmiller@yahoo.com,5255469,2023-03-23,10,Monthly,9.28,Flat Rate,Quarterly,Monthly,Production,True,True,16671009,77,10,Adult,B,True,300,2024-01-17,2023-04-22,2023-05-22,2024-01-01
Male,Rivers,Health,CAM-100448,CUS-1448,David Young,Alvarez Ltd,1998-05-19,"353 Dennis Orchard
Lake Tiffany, HI 77080",(170)152-8140,riverabrian@austin-harvey.com,9821425,2023-10-18,34,Yearly,5.26,Reducing Balance,Quarterly,Quarterly,Production,True,True,10821549,86,5,Adult,A,False,1020,2026-08-03,2023-11-17,2023-12-17,2024-01-01
Female,Oyo,ICT,CAM-100449,CUS-1449,Julie Calderon,Thomas Ltd,1978-10-10,"426 Lee Manor Suite 090
Port Deannastad, UT 60988",647.432.6950,williamhiggins@yahoo.com,8051989,2023-06-07,42,Quarterly,5.28,Flat Rate,Monthly,Monthly,Services,False,True,66496620,76,12,Youth,C,True,1260,2026-11-18,2023-07-07,2023-08-06,2024-01-01
Female,Kano,Manufacturing,CAM-100450,CUS-1450,Pamela Kelly,Johnson-Carter,1977-02-03,"631 Michael Overpass
North Rickey, WV 53041",+1-553-844-0508x146,terrellmariah@hotmail.com,4835702,2023-08-04,25,Monthly,21.59,Flat Rate,Quarterly,Quarterly,Services,False,True,80686659,2,18,Youth,C,False,750,2025-08-23,2023-09-03,2023-10-03,2024-01-01
Female,Rivers,Manufacturing,CAM-100451,CUS-1451,Kayla Vasquez,Mcdonald-Montgomery,1988-06-15,"364 Vaughn Drives Apt. 096
Sellersshire, CO 54017",656-547-3847x99281,vperez@abbott-whitaker.com,8474411,2023-06-07,54,Monthly,19.64,Reducing Balance,Monthly,Quarterly,Consulting,True,False,21485901,7,10,Youth,B,True,1620,2027-11-13,2023-07-07,2023-08-06,2024-01-01
Female,Oyo,Trade and Commerce,CAM-100452,CUS-1452,Michelle Dickson,"Deleon, Perry and Delgado",1983-10-13,"75637 Jody Drives
North Brendaton, OR 38386",+1-934-747-0960x66160,steven41@gmail.com,3462732,2023-05-14,26,Yearly,12.1,Flat Rate,Quarterly,Quarterly,Production,False,False,59145933,26,6,Youth,C,False,780,2025-07-02,2023-06-13,2023-07-13,2024-01-01
Female,Abuja,Health,CAM-100453,CUS-1453,William Gutierrez,Sellers Inc,1995-06-01,"605 Jessica Springs
Port Ariana, MD 40759",001-920-790-1884x1515,yphillips@mendoza-harris.biz,2492825,2023-03-08,15,Monthly,18.97,Reducing Balance,Monthly,Monthly,Retail,False,False,36157583,90,28,Youth,A,True,450,2024-05-31,2023-04-07,2023-05-07,2024-01-01
Male,Kano,ICT,CAM-100454,CUS-1454,Trevor Santos,Ruiz PLC,1979-09-29,"4861 Brian Keys
West Dana, VA 80825",+1-973-273-3672x54290,johnsontony@gmail.com,4332978,2023-12-02,10,Monthly,12.9,Reducing Balance,Quarterly,Monthly,Consulting,True,True,17589702,88,12,Youth,A,False,300,2024-09-27,2024-01-01,2024-01-31,2024-01-01
Male,Rivers,Agriculture,CAM-100455,CUS-1455,Robert Johnston,"Aguirre, Cannon and Thompson",1990-04-06,"66458 Jackson Row
Erinville, CT 57559",345-650-2704x136,psmith@hotmail.com,6652941,2023-01-07,41,Monthly,24.06,Flat Rate,Quarterly,Quarterly,Retail,True,True,18091794,76,7,Adult,B,False,1230,2026-05-21,2023-02-06,2023-03-08,2024-01-01
Female,Enugu,Manufacturing,CAM-100456,CUS-1456,Tyler Hayden,Shaw-Haas,1981-12-03,"7031 Pamela Vista Apt. 735
Friedmanhaven, ME 57813",222-567-5686,scott20@yahoo.com,4615811,2023-01-14,11,Monthly,24.34,Reducing Balance,Quarterly,Monthly,Services,True,True,59704449,16,18,Youth,A,False,330,2023-12-10,2023-02-13,2023-03-15,2024-01-01
Female,Lagos,Manufacturing,CAM-100457,CUS-1457,Eric Williams,Brown-Rocha,1984-05-24,"54702 Gardner Turnpike
West Thomasstad, WV 46358",+1-136-938-1230x4243,lestercrystal@carroll-scott.com,9483212,2023-03-14,31,Monthly,12.86,Flat Rate,Monthly,Quarterly,Consulting,True,True,50604169,23,2,Adult,A,True,930,2025-09-29,2023-04-13,2023-05-13,2024-01-01
Male,Abuja,Agriculture,CAM-100458,CUS-1458,Sierra King,Hoover-Gonzalez,2002-04-28,"242 Christopher Highway
North Brianview, ME 13136",0204664940,amanda22@hotmail.com,3674108,2023-06-12,9,Monthly,22.08,Reducing Balance,Monthly,Monthly,Consulting,False,False,31092273,40,10,Youth,A,True,270,2024-03-08,2023-07-12,2023-08-11,2024-01-01
Male,Abuja,ICT,CAM-100459,CUS-1459,Melissa Simpson,Smith and Sons,1989-10-31,"2262 Michelle Stravenue
New Christopherstad, CT 01084",(421)026-7063x254,kimgutierrez@yahoo.com,3231638,2023-03-07,44,Quarterly,20.46,Reducing Balance,Monthly,Monthly,Wholesale,False,True,43665616,60,15,Youth,A,True,1320,2026-10-17,2023-04-06,2023-05-06,2024-01-01
Female,Oyo,ICT,CAM-100460,CUS-1460,David James,"Lee, Harris and Medina",1987-12-09,"8935 Ward Ranch
Cummingsland, MT 52344",001-039-324-0676,jefferylarson@gmail.com,764500,2023-12-13,44,Yearly,11.2,Reducing Balance,Monthly,Quarterly,Services,True,False,16367204,73,12,Youth,C,True,1320,2027-07-25,2024-01-12,2024-02-11,2024-01-01
Male,Abuja,Health,CAM-100461,CUS-1461,Darrell Gomez,Kelly Ltd,1993-01-26,"349 Kenneth Plain
Michaelside, DC 96785",649.924.2739,moonnicholas@yahoo.com,3476031,2023-05-10,55,Quarterly,9.64,Flat Rate,Quarterly,Quarterly,Services,True,True,76394251,32,26,Adult,A,True,1650,2027-11-15,2023-06-09,2023-07-09,2024-01-01
Female,Kano,Health,CAM-100462,CUS-1462,Mr. John Williams,Esparza LLC,1978-11-05,"43962 Salazar Crossing
Whitakerhaven, MO 21668",(628)917-9978x966,sacevedo@hotmail.com,9527890,2023-07-25,40,Monthly,14.16,Reducing Balance,Quarterly,Quarterly,Consulting,True,False,67242949,15,17,Youth,B,False,1200,2026-11-06,2023-08-24,2023-09-23,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100463,CUS-1463,Jason Thompson,Austin Group,1971-10-26,"6319 Rosales Forge
New Michael, IL 65018",001-193-674-6930x7352,warderica@yahoo.com,7012427,2023-10-03,6,Monthly,20.63,Flat Rate,Monthly,Monthly,Services,False,True,90988447,13,4,Youth,B,True,180,2024-03-31,2023-11-02,2023-12-02,2024-01-01
Female,Rivers,Manufacturing,CAM-100464,CUS-1464,Julie Mendoza,Love-Mcfarland,2000-01-23,"823 Miller Lane
Sydneystad, MD 71951",+1-824-151-9024x72807,melissa42@mendoza.biz,3403633,2023-09-13,29,Yearly,24.2,Reducing Balance,Monthly,Quarterly,Consulting,True,False,23277544,5,7,Adult,A,False,870,2026-01-30,2023-10-13,2023-11-12,2024-01-01
Male,Enugu,Health,CAM-100465,CUS-1465,Brian Scott,Olson-Lynch,1998-06-10,"92493 Thomas Drive
Lake Michael, ID 38013",114-456-1885x20318,johnbishop@willis-flynn.net,6211813,2023-09-23,41,Quarterly,20.27,Reducing Balance,Monthly,Monthly,Wholesale,False,True,90194387,75,9,Adult,B,False,1230,2027-02-04,2023-10-23,2023-11-22,2024-01-01
Female,Lagos,ICT,CAM-100466,CUS-1466,James Patrick,Snow Ltd,1969-08-06,"286 Welch Prairie
West Steven, MA 90844",0245651535,perrybrooke@yahoo.com,2440369,2023-01-25,11,Yearly,22.1,Flat Rate,Quarterly,Monthly,Consulting,True,False,32548096,74,19,Adult,A,True,330,2023-12-21,2023-02-24,2023-03-26,2024-01-01
Male,Oyo,Agriculture,CAM-100467,CUS-1467,Donald Garcia,Mckinney Ltd,2001-04-18,"684 Allen Canyon Apt. 235
Port Matthewberg, CT 99264",(072)977-3000,sullivanjoshua@hicks-stewart.org,4448242,2023-10-08,46,Quarterly,17.06,Flat Rate,Monthly,Monthly,Services,True,True,69840500,52,28,Adult,B,False,1380,2027-07-19,2023-11-07,2023-12-07,2024-01-01
Male,Lagos,ICT,CAM-100468,CUS-1468,Juan Rogers,"Combs, Fletcher and Campbell",2000-04-21,"0728 Brandon Valleys
Michaelberg, UT 41981",001-064-644-8355x13024,kennethperez@sharp-thompson.net,8627125,2023-09-10,59,Monthly,21.71,Flat Rate,Monthly,Quarterly,Services,True,False,53017938,77,27,Youth,B,True,1770,2028-07-15,2023-10-10,2023-11-09,2024-01-01
Female,Abuja,Manufacturing,CAM-100469,CUS-1469,Kenneth Robinson,Morris-Martinez,1983-02-27,"01542 Matthew Run Apt. 890
New Kenneth, NE 66755",0511567314,kimberlycampbell@massey-petersen.com,1717060,2023-11-06,51,Yearly,20.69,Flat Rate,Quarterly,Quarterly,Consulting,False,False,12149777,41,23,Adult,A,True,1530,2028-01-14,2023-12-06,2024-01-05,2024-01-01
Male,Enugu,ICT,CAM-100470,CUS-1470,Lisa Harris,Bauer-Caldwell,1981-05-17,"179 Daniel Park Suite 126
Haleville, AZ 66545",354-884-6133,timothy12@gmail.com,1531519,2023-10-16,49,Yearly,12.54,Flat Rate,Quarterly,Quarterly,Consulting,False,True,9553925,53,7,Youth,A,True,1470,2027-10-25,2023-11-15,2023-12-15,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100471,CUS-1471,David Pham,Hurst Group,1987-12-06,"96723 Colon Points Apt. 581
East Edward, IA 17855",+1-071-904-2677x65231,robert36@yahoo.com,9677960,2023-06-13,36,Monthly,16.04,Reducing Balance,Monthly,Monthly,Consulting,False,False,33209516,50,23,Youth,C,False,1080,2026-05-28,2023-07-13,2023-08-12,2024-01-01
Male,Kano,Manufacturing,CAM-100472,CUS-1472,Lisa Williams,Perez and Sons,1991-07-10,"178 Daniel Forges Apt. 123
Williston, HI 94712",069.085.7269x448,jasonsolis@yahoo.com,5178714,2023-04-05,25,Yearly,21.1,Reducing Balance,Quarterly,Monthly,Production,True,True,38771094,15,2,Adult,A,True,750,2025-04-24,2023-05-05,2023-06-04,2024-01-01
Female,Rivers,Agriculture,CAM-100473,CUS-1473,Miguel Rhodes,Luna-Wong,1972-05-03,"17602 Heather Islands Suite 657
South Garymouth, MN 76823",772-906-9781,andrewthomas@gmail.com,8609698,2023-09-27,29,Quarterly,5.92,Flat Rate,Monthly,Quarterly,Services,False,True,59203222,7,6,Youth,A,True,870,2026-02-13,2023-10-27,2023-11-26,2024-01-01
Male,Abuja,Trade and Commerce,CAM-100474,CUS-1474,Karen Hernandez,"Price, Ford and Green",1980-11-17,"USNS English
FPO AE 88164",+1-416-242-3583x01661,jthomas@garcia.com,1890281,2023-11-17,30,Quarterly,21.16,Reducing Balance,Quarterly,Monthly,Services,False,True,98197068,40,18,Adult,C,True,900,2026-05-05,2023-12-17,2024-01-16,2024-01-01
Female,Enugu,Manufacturing,CAM-100475,CUS-1475,Ronald Moore,Boyd LLC,1979-05-10,"155 Lynn Springs Apt. 008
West Amyside, WI 62303",410-977-1816x436,torresjustin@nguyen.com,4441106,2023-04-20,41,Quarterly,8.56,Reducing Balance,Monthly,Monthly,Production,True,False,79951366,28,6,Youth,A,False,1230,2026-09-01,2023-05-20,2023-06-19,2024-01-01
Male,Lagos,Agriculture,CAM-100476,CUS-1476,Diana Fuentes,Moore Ltd,1980-02-18,"92230 Sean Mountains Suite 840
Davisfort, AZ 60586",8870981056,ethan96@mendoza.com,2822466,2023-12-02,26,Quarterly,15.29,Reducing Balance,Monthly,Quarterly,Consulting,True,False,48894926,32,13,Adult,A,True,780,2026-01-20,2024-01-01,2024-01-31,2024-01-01
Female,Oyo,Trade and Commerce,CAM-100477,CUS-1477,Alicia Nguyen,Archer-Long,1970-10-19,"0045 Kathy Ville
West Shelby, VA 31404",(863)247-1212x3037,brett21@ramirez.com,8278748,2023-11-06,35,Monthly,21.17,Flat Rate,Monthly,Quarterly,Wholesale,False,True,71289003,99,26,Adult,C,False,1050,2026-09-21,2023-12-06,2024-01-05,2024-01-01
Male,Kano,Trade and Commerce,CAM-100478,CUS-1478,Gloria Bullock,Ritter-Fowler,2002-06-28,"22931 Hernandez Corners Suite 268
Lake Timothy, NY 22983",+1-197-762-8224x538,samantha70@gmail.com,8599932,2023-08-26,29,Yearly,10.08,Reducing Balance,Monthly,Quarterly,Consulting,False,True,5719194,15,19,Adult,A,False,870,2026-01-12,2023-09-25,2023-10-25,2024-01-01
Female,Kano,Manufacturing,CAM-100479,CUS-1479,Kristen Thornton,Gillespie Group,1989-01-07,"07863 Jonathan Center Suite 717
Jesseview, IN 27794",(509)361-5108,dmiddleton@travis-jacobs.com,2351317,2023-01-25,49,Quarterly,9.92,Reducing Balance,Quarterly,Monthly,Consulting,False,False,38838169,85,2,Adult,A,True,1470,2027-02-03,2023-02-24,2023-03-26,2024-01-01
Female,Lagos,Health,CAM-100480,CUS-1480,Brittany Wilson,Walker-Murillo,2003-04-10,"223 Jesse Brooks
Maryborough, HI 98180",806.281.5092x4500,ehuff@gmail.com,2446830,2023-05-21,47,Monthly,13.06,Reducing Balance,Quarterly,Monthly,Production,False,False,70541536,70,12,Adult,C,False,1410,2027-03-31,2023-06-20,2023-07-20,2024-01-01
Female,Rivers,Trade and Commerce,CAM-100481,CUS-1481,Madison Jimenez,"Harris, Thornton and Ward",1971-01-29,"3525 John Island Suite 635
South Candicetown, HI 28359",163-135-8283x103,jkramer@tucker-schneider.info,3114150,2023-04-27,35,Yearly,22.89,Flat Rate,Quarterly,Monthly,Services,True,False,52895822,65,15,Adult,C,False,1050,2026-03-12,2023-05-27,2023-06-26,2024-01-01
